cust_id,order_date,net_sales,customerSource
cust36624,3/30/19,1008.28,snapchat
cust36625,3/30/19,124.02,snapchat
cust36626,3/30/19,184.86,facebook
cust36627,3/30/19,307.57,snapchat
cust36628,3/30/19,88.4,snapchat
cust36629,3/30/19,183.46,facebook
cust36630,3/30/19,117,snapchat
cust36631,3/30/19,334.85,snapchat
cust36632,3/30/19,88.4,snapchat
cust36633,3/30/19,112.93,facebook
cust36634,3/30/19,206.7,facebook
cust36635,3/30/19,117,snapchat
cust36636,3/30/19,234,facebook
cust36637,3/30/19,119.64,facebook
cust36638,3/30/19,234,snapchat
cust36639,3/30/19,210.6,facebook
cust36640,3/30/19,481.08,snapchat
cust36641,3/30/19,265.2,facebook
cust36642,3/30/19,312.53,snapchat
cust36643,3/30/19,97.46,snapchat
cust36644,3/30/19,97.46,snapchat
cust36645,3/30/19,93.7,snapchat
cust36646,3/30/19,334.85,snapchat
cust36647,3/30/19,267.05,facebook
cust36648,3/30/19,124.02,snapchat
cust36649,3/30/19,351,facebook
cust36650,3/30/19,124.02,snapchat
cust36651,3/30/19,0,facebook
cust36652,3/30/19,325,facebook
cust36653,3/30/19,77.94,facebook
cust36654,3/30/19,93.6,snapchat
cust36655,3/30/19,176.8,facebook
cust36656,3/30/19,103.19,snapchat
cust36657,3/30/19,127.17,facebook
cust36658,3/30/19,315.9,snapchat
cust36659,3/30/19,0,facebook
cust36660,3/30/19,111.81,snapchat
cust36661,3/30/19,93.7,snapchat
cust36661,3/30/19,88.4,snapchat
cust36662,3/30/19,117,snapchat
cust36663,3/30/19,117,facebook
cust36664,3/30/19,126.75,facebook
cust36665,3/30/19,117,snapchat
cust36666,3/30/19,79.56,facebook
cust5344,3/30/19,185.9,facebook
cust6392,3/30/19,139.75,facebook
cust6848,3/30/19,234,facebook
cust8371,3/30/19,198.9,tiktok
cust11,3/29/19,1340.09,facebook
cust11040,3/29/19,126.74,facebook
cust11487,3/29/19,336.05,facebook
cust12397,3/29/19,0,facebook
cust14640,3/29/19,210.6,facebook
cust15136,3/29/19,105.31,snapchat
cust15136,3/29/19,0,snapchat
cust15136,3/29/19,0,snapchat
cust16945,3/29/19,0,facebook
cust17141,3/29/19,192.92,facebook
cust18794,3/29/19,117,facebook
cust19127,3/29/19,450.45,facebook
cust19613,3/29/19,117,snapchat
cust22279,3/29/19,364.65,tiktok
cust22312,3/29/19,176.8,facebook
cust23310,3/29/19,0,facebook
cust23797,3/29/19,304.56,facebook
cust24007,3/29/19,0,facebook
cust24143,3/29/19,0,tiktok
cust24343,3/29/19,0,facebook
cust2466,3/29/19,0,facebook
cust25094,3/29/19,0,tiktok
cust25749,3/29/19,117,snapchat
cust25757,3/29/19,357.5,facebook
cust26056,3/29/19,113,facebook
cust27147,3/29/19,93.6,snapchat
cust27308,3/29/19,337.96,snapchat
cust27667,3/29/19,0,facebook
cust27808,3/29/19,99.5,snapchat
cust28276,3/29/19,0,facebook
cust28461,3/29/19,162.77,facebook
cust28524,3/29/19,9.75,facebook
cust29055,3/29/19,288.6,facebook
cust29473,3/29/19,114.23,facebook
cust29748,3/29/19,0,facebook
cust30224,3/29/19,0,facebook
cust304,3/29/19,131.81,facebook
cust30465,3/29/19,0,snapchat
cust31081,3/29/19,232.21,snapchat
cust31095,3/29/19,167.05,facebook
cust31149,3/29/19,98.14,facebook
cust31616,3/29/19,96.85,facebook
cust33393,3/29/19,168.7,facebook
cust34316,3/29/19,9.74,facebook
cust34461,3/29/19,0,facebook
cust35174,3/29/19,689.52,facebook
cust35193,3/29/19,0,facebook
cust35288,3/29/19,257.99,facebook
cust35494,3/29/19,0,facebook
cust35573,3/29/19,0,facebook
cust35708,3/29/19,500.5,snapchat
cust35738,3/29/19,127.73,facebook
cust35738,3/29/19,0,facebook
cust35739,3/29/19,205.4,facebook
cust36058,3/29/19,0,facebook
cust36058,3/29/19,93.6,facebook
cust36102,3/29/19,0,facebook
cust36169,3/29/19,116.35,facebook
cust36175,3/29/19,126.74,facebook
cust36297,3/29/19,97.46,facebook
cust36300,3/29/19,268.91,facebook
cust36303,3/29/19,217.49,facebook
cust36382,3/29/19,315.9,facebook
cust36526,3/29/19,130,facebook
cust36527,3/29/19,290.16,facebook
cust36528,3/29/19,0,facebook
cust36529,3/29/19,334.85,snapchat
cust36530,3/29/19,415.66,facebook
cust36531,3/29/19,9.04,facebook
cust36532,3/29/19,531.93,snapchat
cust36533,3/29/19,248.04,snapchat
cust36533,3/29/19,700.71,snapchat
cust36534,3/29/19,353.6,facebook
cust36535,3/29/19,435.45,snapchat
cust36536,3/29/19,220.06,facebook
cust36537,3/29/19,195,facebook
cust36538,3/29/19,487.5,facebook
cust36538,3/29/19,0,facebook
cust36539,3/29/19,107.25,facebook
cust36540,3/29/19,715.04,facebook
cust36541,3/29/19,0,snapchat
cust36542,3/29/19,150.89,snapchat
cust36543,3/29/19,0,snapchat
cust36544,3/29/19,234,snapchat
cust36545,3/29/19,0,snapchat
cust36546,3/29/19,224.9,facebook
cust36547,3/29/19,126.75,facebook
cust36548,3/29/19,461.68,facebook
cust36549,3/29/19,276.25,facebook
cust36550,3/29/19,117,snapchat
cust36551,3/29/19,11.05,facebook
cust36552,3/29/19,113,snapchat
cust36553,3/29/19,98.15,facebook
cust36554,3/29/19,0,facebook
cust36555,3/29/19,139.75,facebook
cust36556,3/29/19,351,facebook
cust36557,3/29/19,124.02,snapchat
cust36558,3/29/19,266.5,snapchat
cust36559,3/29/19,315.9,facebook
cust36560,3/29/19,0,facebook
cust36561,3/29/19,497.25,snapchat
cust36562,3/29/19,0,snapchat
cust36563,3/29/19,107.89,facebook
cust36564,3/29/19,126.75,facebook
cust36565,3/29/19,168.48,facebook
cust36566,3/29/19,0,facebook
cust36567,3/29/19,117,facebook
cust36568,3/29/19,126.74,facebook
cust36569,3/29/19,93.6,snapchat
cust36570,3/29/19,126.95,facebook
cust36571,3/29/19,121.55,snapchat
cust36572,3/29/19,98.14,facebook
cust36573,3/29/19,176.8,snapchat
cust36574,3/29/19,0,facebook
cust36575,3/29/19,248.04,snapchat
cust36576,3/29/19,176.8,facebook
cust36577,3/29/19,117,snapchat
cust36578,3/29/19,9.75,facebook
cust36579,3/29/19,234,facebook
cust36580,3/29/19,315.9,facebook
cust36581,3/29/19,139.95,facebook
cust36582,3/29/19,0,facebook
cust36583,3/29/19,195,facebook
cust36584,3/29/19,124.02,snapchat
cust4334,3/29/19,205.4,facebook
cust4814,3/29/19,234,facebook
cust5449,3/29/19,0,facebook
cust5795,3/29/19,223.24,facebook
cust6899,3/29/19,107.24,facebook
cust7345,3/29/19,98.15,facebook
cust7585,3/29/19,344.5,facebook
cust8322,3/29/19,109.64,facebook
cust9513,3/29/19,0,facebook
cust9760,3/29/19,1430,facebook
cust11127,3/28/19,0,facebook
cust11244,3/28/19,198.9,facebook
cust11590,3/28/19,0,facebook
cust11862,3/28/19,126.74,facebook
cust12424,3/28/19,198.9,snapchat
cust14731,3/28/19,0,facebook
cust15184,3/28/19,0,facebook
cust15631,3/28/19,325,facebook
cust16702,3/28/19,0,facebook
cust17096,3/28/19,578.49,facebook
cust17165,3/28/19,0,facebook
cust17230,3/28/19,0,facebook
cust17545,3/28/19,0,facebook
cust17924,3/28/19,206.7,facebook
cust18010,3/28/19,176.8,facebook
cust20359,3/28/19,105.3,snapchat
cust20790,3/28/19,126.74,facebook
cust21159,3/28/19,0,facebook
cust2132,3/28/19,0,facebook
cust21721,3/28/19,194.92,facebook
cust22268,3/28/19,144.92,facebook
cust22961,3/28/19,126.75,facebook
cust23480,3/28/19,497.25,snapchat
cust23480,3/28/19,0,snapchat
cust23927,3/28/19,0,facebook
cust24760,3/28/19,246.52,snapchat
cust24918,3/28/19,117,snapchat
cust25024,3/28/19,242.24,facebook
cust25598,3/28/19,217.1,facebook
cust26014,3/28/19,99.45,snapchat
cust26430,3/28/19,357.5,facebook
cust26527,3/28/19,223.24,facebook
cust27419,3/28/19,234,facebook
cust2746,3/28/19,0,facebook
cust27697,3/28/19,0,facebook
cust27810,3/28/19,0,facebook
cust28132,3/28/19,0,facebook
cust28308,3/28/19,0,facebook
cust28523,3/28/19,204.02,facebook
cust28863,3/28/19,0,snapchat
cust2922,3/28/19,544.86,facebook
cust29235,3/28/19,0,snapchat
cust30176,3/28/19,354.43,snapchat
cust31359,3/28/19,0,snapchat
cust31586,3/28/19,360.89,facebook
cust31986,3/28/19,97.46,snapchat
cust32186,3/28/19,198.9,facebook
cust32758,3/28/19,198.9,facebook
cust32820,3/28/19,0,facebook
cust33276,3/28/19,314.6,facebook
cust33346,3/28/19,0,facebook
cust33365,3/28/19,234,facebook
cust33409,3/28/19,159.12,facebook
cust33798,3/28/19,266.5,facebook
cust34420,3/28/19,0,tiktok
cust34593,3/28/19,126.74,facebook
cust34649,3/28/19,0,facebook
cust3468,3/28/19,316.86,facebook
cust35063,3/28/19,117,snapchat
cust35217,3/28/19,109.4,facebook
cust35347,3/28/19,0,facebook
cust35658,3/28/19,715,facebook
cust35776,3/28/19,325,facebook
cust35786,3/28/19,0,facebook
cust35831,3/28/19,0,facebook
cust35833,3/28/19,0,facebook
cust35970,3/28/19,273,facebook
cust36121,3/28/19,0,facebook
cust36138,3/28/19,0,facebook
cust36148,3/28/19,0,facebook
cust36220,3/28/19,107.45,facebook
cust36289,3/28/19,126.74,facebook
cust36323,3/28/19,682.66,facebook
cust36387,3/28/19,0,facebook
cust36478,3/28/19,248.04,facebook
cust36479,3/28/19,248.12,facebook
cust36480,3/28/19,288.6,facebook
cust36481,3/28/19,134.29,facebook
cust36482,3/28/19,9.74,facebook
cust36483,3/28/19,0,snapchat
cust36484,3/28/19,217.71,facebook
cust36485,3/28/19,158.47,snapchat
cust36486,3/28/19,126.74,facebook
cust36487,3/28/19,0,facebook
cust36488,3/28/19,166.4,facebook
cust36489,3/28/19,223.6,snapchat
cust36490,3/28/19,0,facebook
cust36491,3/28/19,99.45,snapchat
cust36492,3/28/19,126.74,facebook
cust36493,3/28/19,107.25,facebook
cust36494,3/28/19,0,facebook
cust36495,3/28/19,325,facebook
cust36496,3/28/19,205.4,facebook
cust36497,3/28/19,130,facebook
cust36498,3/28/19,124.32,facebook
cust36499,3/28/19,176.8,facebook
cust36500,3/28/19,115.05,facebook
cust36501,3/28/19,520,facebook
cust36502,3/28/19,117,snapchat
cust36503,3/28/19,117,facebook
cust36504,3/28/19,325,facebook
cust36505,3/28/19,234,facebook
cust36506,3/28/19,126.75,facebook
cust36507,3/28/19,107.25,facebook
cust36508,3/28/19,126.74,facebook
cust36509,3/28/19,126.95,facebook
cust36510,3/28/19,126.74,facebook
cust36511,3/28/19,126.46,facebook
cust36512,3/28/19,383.5,facebook
cust36513,3/28/19,10.75,facebook
cust36514,3/28/19,93.6,facebook
cust36515,3/28/19,200.2,facebook
cust36516,3/28/19,116.84,facebook
cust36517,3/28/19,210.6,facebook
cust36518,3/28/19,109.2,facebook
cust36519,3/28/19,9.75,facebook
cust36520,3/28/19,107.25,facebook
cust36521,3/28/19,10.24,facebook
cust36522,3/28/19,184.86,facebook
cust36523,3/28/19,158.47,snapchat
cust36524,3/28/19,88.4,snapchat
cust36525,3/28/19,117,snapchat
cust4977,3/28/19,0,facebook
cust5165,3/28/19,0,facebook
cust6699,3/28/19,238.68,facebook
cust6893,3/28/19,213.2,facebook
cust6907,3/28/19,0,facebook
cust7137,3/28/19,0,facebook
cust7409,3/28/19,0,facebook
cust7727,3/28/19,0,facebook
cust8170,3/28/19,159.25,facebook
cust8338,3/28/19,0,facebook
cust8757,3/28/19,0,facebook
cust9731,3/28/19,0,facebook
cust9739,3/28/19,0,facebook
cust10010,3/27/19,106.6,facebook
cust1110,3/27/19,103.29,facebook
cust11268,3/27/19,423.54,facebook
cust11505,3/27/19,644.22,facebook
cust11862,3/27/19,325,facebook
cust1187,3/27/19,322.4,facebook
cust13870,3/27/19,994.5,facebook
cust15475,3/27/19,0,facebook
cust15561,3/27/19,109.84,facebook
cust15630,3/27/19,987.35,facebook
cust1614,3/27/19,309.4,facebook
cust17300,3/27/19,117,facebook
cust17695,3/27/19,11.05,facebook
cust17778,3/27/19,126.75,facebook
cust18818,3/27/19,247,facebook
cust19030,3/27/19,0,snapchat
cust19250,3/27/19,107.25,facebook
cust19492,3/27/19,720.15,facebook
cust19610,3/27/19,331.5,facebook
cust19688,3/27/19,176.8,facebook
cust19801,3/27/19,0,facebook
cust20112,3/27/19,277.24,facebook
cust20413,3/27/19,133.25,facebook
cust21858,3/27/19,325,facebook
cust21925,3/27/19,397.8,facebook
cust21979,3/27/19,332.8,facebook
cust22807,3/27/19,195,facebook
cust23748,3/27/19,107.25,facebook
cust24216,3/27/19,322.4,facebook
cust24899,3/27/19,208,snapchat
cust25830,3/27/19,78.65,snapchat
cust26328,3/27/19,98.14,tiktok
cust26663,3/27/19,0,facebook
cust26700,3/27/19,198.9,facebook
cust27455,3/27/19,210.6,snapchat
cust27550,3/27/19,107.25,facebook
cust27753,3/27/19,277.47,facebook
cust27866,3/27/19,210.6,facebook
cust2799,3/27/19,107.25,facebook
cust29121,3/27/19,133.6,facebook
cust30196,3/27/19,126.74,snapchat
cust30790,3/27/19,237.9,facebook
cust31116,3/27/19,78.65,facebook
cust34075,3/27/19,0,tiktok
cust34467,3/27/19,124.02,facebook
cust35236,3/27/19,126.74,facebook
cust35262,3/27/19,140.49,facebook
cust3527,3/27/19,55.25,facebook
cust35433,3/27/19,0,facebook
cust35771,3/27/19,276.25,facebook
cust35904,3/27/19,322.4,facebook
cust35959,3/27/19,126.75,facebook
cust35998,3/27/19,261.82,facebook
cust36019,3/27/19,331.5,facebook
cust36214,3/27/19,9.58,facebook
cust36256,3/27/19,98.15,facebook
cust36424,3/27/19,533,facebook
cust36425,3/27/19,234,facebook
cust36426,3/27/19,252.64,facebook
cust36427,3/27/19,124.02,snapchat
cust36428,3/27/19,124.02,snapchat
cust36429,3/27/19,457.47,facebook
cust36430,3/27/19,176.8,facebook
cust36431,3/27/19,124.02,snapchat
cust36431,3/27/19,124.02,snapchat
cust36432,3/27/19,0,facebook
cust36433,3/27/19,198.9,facebook
cust36434,3/27/19,115.04,facebook
cust36434,3/27/19,0,facebook
cust36435,3/27/19,93.99,facebook
cust36436,3/27/19,310.05,facebook
cust36437,3/27/19,198.9,facebook
cust36438,3/27/19,0,facebook
cust36439,3/27/19,157.68,snapchat
cust36440,3/27/19,126.95,facebook
cust36441,3/27/19,98.15,facebook
cust36442,3/27/19,272.34,facebook
cust36443,3/27/19,219.28,snapchat
cust36444,3/27/19,334.85,snapchat
cust36445,3/27/19,222.3,facebook
cust36446,3/27/19,530.53,facebook
cust36447,3/27/19,127.73,facebook
cust36448,3/27/19,126.74,facebook
cust36449,3/27/19,126.75,facebook
cust36450,3/27/19,265.95,snapchat
cust36451,3/27/19,325,facebook
cust36452,3/27/19,0,facebook
cust36453,3/27/19,126.74,facebook
cust36454,3/27/19,98.35,facebook
cust36455,3/27/19,221,facebook
cust36456,3/27/19,78.65,facebook
cust36457,3/27/19,99.45,facebook
cust36458,3/27/19,0,facebook
cust36459,3/27/19,0,facebook
cust36460,3/27/19,127.39,facebook
cust36461,3/27/19,78.65,facebook
cust36462,3/27/19,105.69,facebook
cust36463,3/27/19,0,snapchat
cust36464,3/27/19,0,facebook
cust36465,3/27/19,117,facebook
cust36466,3/27/19,1861.11,facebook
cust36467,3/27/19,126.75,facebook
cust36468,3/27/19,97.5,facebook
cust36469,3/27/19,184.86,facebook
cust36470,3/27/19,10.44,facebook
cust36471,3/27/19,481.78,facebook
cust36472,3/27/19,117,facebook
cust36473,3/27/19,9.95,facebook
cust36474,3/27/19,117,snapchat
cust36475,3/27/19,234,snapchat
cust36476,3/27/19,104,snapchat
cust36476,3/27/19,0,snapchat
cust36477,3/27/19,391.9,snapchat
cust36477,3/27/19,0,snapchat
cust3726,3/27/19,9.46,facebook
cust451,3/27/19,530.53,facebook
cust4626,3/27/19,98.14,facebook
cust4743,3/27/19,0,facebook
cust6037,3/27/19,644.22,facebook
cust667,3/27/19,0,facebook
cust7037,3/27/19,117,facebook
cust7420,3/27/19,0,facebook
cust7420,3/27/19,0,facebook
cust8734,3/27/19,234,facebook
cust9731,3/27/19,213.2,facebook
cust12102,3/26/19,160.03,facebook
cust12381,3/26/19,109.19,facebook
cust12492,3/26/19,98.15,facebook
cust13059,3/26/19,325,facebook
cust13460,3/26/19,98.15,facebook
cust13837,3/26/19,490.37,snapchat
cust13904,3/26/19,133.76,snapchat
cust15197,3/26/19,88.4,facebook
cust15365,3/26/19,0,facebook
cust16206,3/26/19,448.63,facebook
cust16247,3/26/19,88.4,facebook
cust16521,3/26/19,126.75,facebook
cust16742,3/26/19,351,facebook
cust16827,3/26/19,0,facebook
cust16835,3/26/19,184.6,facebook
cust16866,3/26/19,0,facebook
cust17906,3/26/19,234,facebook
cust18043,3/26/19,0,facebook
cust19143,3/26/19,84.93,facebook
cust19400,3/26/19,113,snapchat
cust19572,3/26/19,93.7,facebook
cust19630,3/26/19,9.75,facebook
cust19949,3/26/19,103.29,facebook
cust20778,3/26/19,159.25,facebook
cust21849,3/26/19,243.93,facebook
cust21904,3/26/19,0,facebook
cust22036,3/26/19,126.95,facebook
cust22431,3/26/19,97.86,facebook
cust23437,3/26/19,650,facebook
cust246,3/26/19,351,facebook
cust25070,3/26/19,129.01,facebook
cust25459,3/26/19,98.15,facebook
cust25805,3/26/19,312.47,facebook
cust25904,3/26/19,129.01,snapchat
cust26508,3/26/19,90.61,facebook
cust27020,3/26/19,0,facebook
cust28506,3/26/19,198.9,facebook
cust30226,3/26/19,98.15,facebook
cust30987,3/26/19,227.84,snapchat
cust31220,3/26/19,156,facebook
cust31931,3/26/19,0,facebook
cust32413,3/26/19,98.35,facebook
cust32449,3/26/19,9.74,facebook
cust33080,3/26/19,103.55,facebook
cust33219,3/26/19,0,facebook
cust33355,3/26/19,0,facebook
cust33544,3/26/19,304.56,facebook
cust33544,3/26/19,0,facebook
cust33797,3/26/19,0,tiktok
cust33819,3/26/19,0,tiktok
cust34049,3/26/19,205.4,snapchat
cust34150,3/26/19,107.25,facebook
cust34766,3/26/19,0,snapchat
cust34875,3/26/19,108.91,facebook
cust34987,3/26/19,66.01,facebook
cust34994,3/26/19,184.6,facebook
cust35205,3/26/19,558.09,facebook
cust35230,3/26/19,126.74,facebook
cust35429,3/26/19,102.56,facebook
cust35450,3/26/19,182,facebook
cust35555,3/26/19,68.25,facebook
cust35594,3/26/19,198.9,facebook
cust35815,3/26/19,46.15,facebook
cust35998,3/26/19,0,facebook
cust35999,3/26/19,52.21,facebook
cust36049,3/26/19,418.65,facebook
cust36072,3/26/19,223.24,facebook
cust36081,3/26/19,124.02,facebook
cust36333,3/26/19,359.14,snapchat
cust36345,3/26/19,88.4,snapchat
cust36360,3/26/19,392.73,facebook
cust36372,3/26/19,0,tiktok
cust36373,3/26/19,166.4,facebook
cust36374,3/26/19,520,facebook
cust36375,3/26/19,344.5,snapchat
cust36376,3/26/19,126.75,facebook
cust36377,3/26/19,564.49,facebook
cust36378,3/26/19,0,snapchat
cust36379,3/26/19,223.6,snapchat
cust36380,3/26/19,98.46,facebook
cust36381,3/26/19,164.48,facebook
cust36382,3/26/19,198.9,facebook
cust36383,3/26/19,112.93,facebook
cust36384,3/26/19,0,facebook
cust36385,3/26/19,234,facebook
cust36386,3/26/19,0,facebook
cust36387,3/26/19,0,facebook
cust36388,3/26/19,294.32,snapchat
cust36389,3/26/19,234,facebook
cust36390,3/26/19,10.44,facebook
cust36391,3/26/19,679.74,snapchat
cust36392,3/26/19,141.1,facebook
cust36393,3/26/19,99.13,facebook
cust36394,3/26/19,176.8,facebook
cust36395,3/26/19,99.45,snapchat
cust36396,3/26/19,234,facebook
cust36397,3/26/19,101.45,facebook
cust36398,3/26/19,158.47,snapchat
cust36399,3/26/19,121.91,facebook
cust36400,3/26/19,234,snapchat
cust36401,3/26/19,210.6,snapchat
cust36402,3/26/19,124.02,facebook
cust36403,3/26/19,353.03,facebook
cust36404,3/26/19,9.75,facebook
cust36405,3/26/19,207.1,facebook
cust36406,3/26/19,129.01,snapchat
cust36407,3/26/19,234,facebook
cust36408,3/26/19,9.75,facebook
cust36409,3/26/19,0,snapchat
cust36410,3/26/19,126.74,facebook
cust36411,3/26/19,351,facebook
cust36412,3/26/19,941.2,facebook
cust36413,3/26/19,187.85,facebook
cust36414,3/26/19,117,snapchat
cust36415,3/26/19,298.35,facebook
cust36416,3/26/19,126.75,facebook
cust36417,3/26/19,93.6,snapchat
cust36418,3/26/19,527.8,snapchat
cust36419,3/26/19,103.35,facebook
cust36420,3/26/19,98.15,facebook
cust36421,3/26/19,0,facebook
cust36422,3/26/19,0,facebook
cust36423,3/26/19,205.4,facebook
cust3796,3/26/19,0,facebook
cust58,3/26/19,158.74,facebook
cust6226,3/26/19,0,snapchat
cust625,3/26/19,117,facebook
cust7511,3/26/19,88.4,facebook
cust7660,3/26/19,103.94,facebook
cust8083,3/26/19,166.4,facebook
cust8202,3/26/19,226.47,facebook
cust9104,3/26/19,126.46,facebook
cust9377,3/26/19,351,facebook
cust10041,3/25/19,0,facebook
cust1111,3/25/19,0,facebook
cust12246,3/25/19,0,snapchat
cust1247,3/25/19,0,facebook
cust13326,3/25/19,0,facebook
cust1334,3/25/19,159.29,facebook
cust13945,3/25/19,369.72,facebook
cust16341,3/25/19,138.74,facebook
cust16631,3/25/19,198.9,facebook
cust17096,3/25/19,206.7,facebook
cust17194,3/25/19,0,facebook
cust17230,3/25/19,0,facebook
cust17239,3/25/19,512.2,facebook
cust1753,3/25/19,0,facebook
cust17621,3/25/19,0,facebook
cust18043,3/25/19,0,facebook
cust19228,3/25/19,137.8,facebook
cust19228,3/25/19,117,facebook
cust19870,3/25/19,298.35,facebook
cust19943,3/25/19,778.45,facebook
cust20120,3/25/19,126.75,facebook
cust20355,3/25/19,0,facebook
cust20410,3/25/19,326.14,facebook
cust21423,3/25/19,198.9,facebook
cust21532,3/25/19,455,facebook
cust22021,3/25/19,204.02,facebook
cust22073,3/25/19,88.4,snapchat
cust22591,3/25/19,98.14,facebook
cust22959,3/25/19,333.19,facebook
